DUMMY_ENTITY	0
NO_OP_ENTITY	1
08524735	521
08860123	499
00007846	415
08199025	368
08441203	308
11579418	306
01507175	295
00126264	282
01864707	265
11585340	255
12205694	251
06845599	245
11567411	233
11556857	229
01432517	226
01342529	215
13112664	207
01762525	197
11575425	185
11911591	178
08574314	157
01429349	156
00759694	155
01759182	155
09044862	153
08633957	152
08103777	140
01504437	129
06295235	124
00586262	119
09411430	117
06084469	115
01494310	112
01835496	111
08392137	111
06128570	108
13104059	107
01862557	104
01657723	101
00109660	88
09765278	88
06090869	85
07157273	85
12501745	85
00243918	84
02327200	81
04723816	81
11573660	81
00015388	80
00173338	80
12039743	78
06000644	77
06037666	77
11592146	76
08691669	75
08766988	75
00523513	73
11534677	72
11562747	72
13167078	72
08337324	71
01850315	70
02958343	70
08083599	70
08723006	69
00941990	68
15113229	68
00471613	67
11561228	66
01675963	65
07075172	65
03740161	64
11590783	64
00146138	63
03183080	63
08929922	62
07020895	61
09189411	61
09316454	61
13518963	60
02553196	59
05225602	59
10794014	59
00766234	58
09403734	58
12100538	58
13920835	58
00407535	57
06043075	57
08544813	56
11571907	56
11867525	56
13489037	56
01831531	55
02604760	55
03082979	55
07951464	55
05943300	54
09275473	54
08655464	53
00933420	52
07809368	52
10467395	52
10650162	52
12423565	52
12838027	52
01090446	51
08801678	51
02367363	50
03051540	50
05946687	50
10453533	50
11554175	50
11669921	50
08698379	49
08780881	48
10020890	48
10599806	48
00671351	47
08900535	47
13100677	47
14625458	47
00637259	46
02176268	46
09207288	46
11744859	46
02554730	45
06717170	45
10547145	45
12651821	45
00017222	44
00030358	44
00956485	44
01617192	44
09023321	44
09334396	44
13118707	44
01626600	43
01656813	43
01904930	43
02913152	43
05269901	43
10705615	43
00394813	42
00983824	42
06851742	42
07705931	42
08700255	42
14662574	42
03485997	41
08921850	41
11672400	41
13109733	41
00024720	40
00331950	40
00654625	40
01974062	40
03309808	40
08552138	40
09360122	40
11545714	40
01659248	39
05418717	39
07283608	39
09623038	39
11565385	39
00021939	38
00978549	38
01340439	38
01552519	38
01931768	38
02154508	38
05333777	38
10605985	38
00205885	37
00233335	37
01524885	37
01621555	37
04616059	37
07371293	37
09610660	37
09641757	37
10123844	37
10340312	37
00831651	36
01332730	36
04341686	36
06394865	36
08696931	36
09060768	36
09998101	36
10787470	36
13526110	36
00612160	35
00681429	35
01313093	35
01502262	35
02339413	35
06066555	35
06479665	35
08102555	35
09203827	35
10677713	35
11410625	35
11555413	35
11566682	35
11778534	35
13166338	35
02244956	34
02609764	34
04105893	34
06449735	34
09141526	34
00883297	33
01525720	33
01938850	33
02210855	33
02400139	33
06136258	33
06828818	33
07296428	33
09148970	33
09629752	33
09977660	33
10450303	33
10515194	33
00047945	32
00351638	32
00770437	32
00968211	32
01094725	32
06234825	32
06722453	32
07037465	32
08176077	32
10630188	32
13121544	32
13601596	32
00001740	31
00235435	31
00740577	31
03323703	31
04194289	31
05311054	31
08673395	31
